,asin,category,color,description,details,name,size,department,demographic,division,subcategory,type,detail_type
1636,B0012IP0S6,Wrist Watches,missing,"Imported Round watch featuring logoed white dial with Arabic numeral markers and date window at 3 o'clock 23 mm stainless steel case with mineral dial window Japanese quartz movement with analog display Leather band with buckle closure Water resistant to 30 m (99 ft): In general, withstands splashes or brief immersion in water, but not suitable for swimming.",missing,Citizen Women's Eco-Drive Stainless Steel Black Strap Watch,missing,"Clothing, Shoes & Jewelry ", Women , Watches ,,,
1637,B0012IR0U2,Wrist Watches,unavailable,"Imported Aviator-inspired titanium watch with black and orange accents featuring 99-minute countdown timer, rotating slide-rule bezel, and perpetual calendar 48 millimeters titanium case with mineral dial window Japanese quartz movement with analog display Titanium band with fold-over-clasp-with-hidden-double-push-button closure.Water resistant to 660.0 feet Bidirectional Rotating Slide Rule Bezel",missing,Citizen Men's JY0010-50E Eco-Drive Skyhawk A-T Titanium Watch,missing,"Clothing, Shoes & Jewelry ", Men , Watches ,,,
1641,B0012JW04C,Shoulder Bags,missing,"Nylon Imported Synthetic lining zip closure 25"" shoulder drop 7.5"" high 5.5"" wide",missing,Kipling El Dorado Solid Crossbody Bag,missing,"Clothing, Shoes & Jewelry ", Women , Handbags & Wallets ,,,
1648,B0012MX6WE," Lingerie, Sleep & Lounge ",missing,"100% Spandex bras closure cup lining: 95% polyester, 5% spandex; side back: 86% nylon, 14% spandex; back cup foam: 83% nylon, 17% spandex; cup frame: 83% nylon, 17% spandex; cup: 81% nylon, 19% spandex Stretch perfect lining molds to your body Wire-free with floral pattern at neckline and side wing. Hand wash , hang to dry Imported",missing,Bali Women's Plus Size Lightly Lined Double Support Wire-Free Bra #3313,missing,"Clothing, Shoes & Jewelry ", Women , Clothing , Lingerie , Bras ,Everyday Bras
1656,B0012NG2DI,Sandals,missing,"Nubuck leather Imported Lug Sole sole Heel measures approximately 2 3/4"" Platform measures approximately 1"" Velcro strap closure Non-marking and partially recycled rubber outsole",missing,Jambu Women's Journey Open-Toe Pump,missing,"Clothing, Shoes & Jewelry ", Women , Shoes ,,,
1660,B0012OAP7Q," Tops, Tees & Blouses ",missing,"60% Cotton/40% Polyester Button closure 4.2 oz. 60% cotton, 40% polyester Wrinkle-Resistant Classic fit Button-down collar Left chest pocket",missing,UltraClub Women's Wrinkle-Free Long Sleeve Oxford Shirt,missing,"Clothing, Shoes & Jewelry ", Women , Clothing ,Blouses & Button-Down Shirts,,
1662,B0012OHJ7K," Tops, Tees & Blouses ",missing,100% Cotton Junior fit sizing 4 oz 98/2 cotton/spandex 50s combed ringspun cotton sheer mini rib knit Ultra soft Slim fit,missing,Bella - Ladies' Sheer Mini Rib Short Sleeve Longer Length T-Shirt - 8701,missing,"Clothing, Shoes & Jewelry ", Women , Clothing ,T-Shirts,,
1664,B0012OJYDC, Shirts ,missing,60% Cotton/40% Polyester Button closure 60/40 cotton and polyester blend Lightweight Relaxed fit Extended tail Left chest pocket,missing,UltraClub Men's Classic Wrinkle-Free Short-Sleeve Oxford 8972,missing,"Clothing, Shoes & Jewelry ", Men , Clothing ,Casual Button-Down Shirts,,
1665,B0012ON4Q0,Wrist Watches,unavailable,"Quality Japanese-Quartz movement Mineral crystal Case diameter: 38 mm Stainless-steel case; White dial; Day function Water resistant to 99 feet (30 M): withstands rain and splashes of water, but not showering or submersion",missing,Skagen Men's 331XLSL1 Jonas Dark Brown Leather Watch,missing,"Clothing, Shoes & Jewelry ", Men , Watches ,,,
1666,B0012Q9BOC, Jackets & Vests ,unavailable,"Please note, protection plan details will be delivered by EMAIL ONLY, via AmazonSupport@Warrantech.com within 72 hours of purchase. Please print a copy of the email for your records.Keeps your vehicle parts purchase protected after its manufacturer’s warranty expires, as per the terms and conditions found on the protection plan product page. Coverage and claim limits apply. See protection plan details below by clicking on the ""Warranty""link.Repair coverage begins the day after manufacturer’s warranty expiration, typically 1 year from purchase date.Plan provides coverage for replacement of covered parts. Labor costs are not covered. Part failures that are a result of not performing the manufacturer’s specified care, maintenance and/or inspection services are not covered.If a covered part cannot be replaced, you will be reimbursed with an Amazon gift card for up to the amount of your original product purchase price.",missing,Diamond Plate Ladies Leather Moto JACKET- Xl Black,missing,Automotive , Motorcycle & Powersports , Protective Gear ,Jackets,,
1677,B0012SRFL6, Clothing ,missing,"65% polyester / 35% cotton ripstop Imported Button closure Fade-, shrink- and wrinkle-resistant Two chest pockets with button flaps Chest pen pocket Button front Includes optional badge tab",missing,Propper Men's Long Sleeve Tactical Dress Shirt,missing,"Clothing, Shoes & Jewelry ", Men ," Uniforms, Work & Safety ", Military ,Tops,
1678,B0012T8OCO,,missing,Leather Synthetic sole Brand: Mark Lemp Classics Style: Slides Materials: Leather upper / Manmade outsole Toe Style: Peep Toe Closure Type: Slip On,missing,Mark LEMP Classics Womens Zuzu Leather Peep Toe Slide Flats,missing,"Clothing, Shoes & Jewelry ", Women ,Shoes,,,
1686,B0012YZV8Y, Pants ,missing,98% Cotton/2% Spandex Imported Machine Wash Jean with regular tapered fit featuring arcuate stitching on back pockets Classic five-pocket styling Tonal stitching throughout,missing,Levi's Men's 508 Regular Tapered-Fit Line 8 Twill Pant,missing,"Clothing, Shoes & Jewelry ", Men , Clothing ,Casual,,
1688,B0012ZM5ZU, Sandals ,missing,"100% Leather Imported Synthetic sole Heel measures approximately 1.25"" Platform measures approximately 0.5"" Thong sandal featuring braided cords with engraved silver-tone beading Padded footbed Wedge heel",missing,Minnetonka Women's Silverthorne Thong Sandal,missing,"Clothing, Shoes & Jewelry ", Women , Shoes ,Flip-Flops,,
1692,B00130UW0E, Boots ,missing,100% Rubber Imported Rubber sole Hand-laid rubber for waterproof protection Multilayer rubber on the toe and heel for added support and protection Abrasion resistant rubber on the toe for more durability Steel Toe meets or exceeds ASTM F2413 M I/75 C/75 EH,missing,LaCrosse Men’s Economy Knee 16” Steel Toe Work Boot,missing,"Clothing, Shoes & Jewelry ", Men , Shoes , Work & Safety ,Industrial & Construction Boots,
1698,B00131ILL0,Loafers & Slip-Ons,missing,"100% Leather Imported Leather and Synthetic sole Heel measures approximately 1"" Leather penny loafer featuring moccasin-toe stitching and slotted vamp Slip-on styling",missing,G.H. Bass & Co. Men's Logan Flat Panel Loafer,missing,"Clothing, Shoes & Jewelry ", Men , Shoes ,,,
1712,B00134N5G8, Men ,unavailable,"Quartz movement Protective mineral crystal protects watch from scratches Case diameter: 44 mm Stainless-steel case; blue dial; day-and-date functions Water resistant to 330 feet (100 M): suitable for snorkeling, as well as swimming, but not diving",missing,Casio Men's AMW320RD-2AV Sport Alarm Ana-Digi Blue Dive Watch,missing,Sports & Outdoors , Outdoor Recreation , Outdoor Clothing , Accessories ,Sport Watches,
1724,B00139U3HW, Scarves & Wraps ,missing,"Pashmina blend. The fabric is comprised of approximately 70% Pashmina Wool and 30% Silk. The combination of Pashmina and Silk makes the fabric versatile, resilient and resonates with color. BEWARE of this fake Chinese Supplier - SHDD Inc !!! He is cheating you and selling you pure 100% SYNTHETIC/ Viscose or Rayon shawl (cost $2 or $3) in the name of real Pashmina Shawl for $26.88. Check third image to identify authentic/ genuine Pashmina Shawl. He is selling fake shawl. If you want to buy real shawl, than purchase from Cashmere Pashmina Group who are selling genuine Pashmina Wool Shawl Best versatile accessory. Can be used as a wrap, shawl or scarf. Easy to carry anytime, anywhere.Composition-approximately 70% Pashmina Wool/ 30% Silk.Perfect gift for all occasions. Dry Clean only.Dimension-(Unfolded): 80” length,36” width. Ends have 2-2.5” knotted tassels.(Folded)12X9X0.5 inches.Lightweight, luxuriously soft & very warm. Woven from the finest Pashmina wool & Silk. Made in Nepal.They are perfect for traveling, casual or formal evenings. Perfect gift for all occasions & seasons",missing,"Cashmere Pashmina Group: Solid Pashmina Shawl, Scarf, Wrap & Stole (Large size)",missing,"Clothing, Shoes & Jewelry ", Women , Accessories ,Wraps & Pashminas,,
1729,B0013D42IE, Outdoor ,missing,100% Mesh and leather Rubber sole Imported Fit: True to Size,missing,Vasque Women's Mantra Hiking Shoe,missing,"Clothing, Shoes & Jewelry ", Women , Shoes , Hiking & Trekking ,Hiking Boots,
1739,B0013JG4S4, Exotic Apparel ,unavailable,"Imported Made of ""Wet Look"" Stretch Lycra Spandex Great Quality! See Nyteez other ads for a matching skirt or pants. This item stretches. If in between sizes, go with the SMALLER size. Small(4-6), Medium(8-10), Large(12-14).",missing,Black Rubber Look Tank Top! (Small),missing,"Clothing, Shoes & Jewelry ", Novelty & More , Clothing ,Women,,
1773,B0013XWDDU," Lingerie, Sleep & Lounge ",missing,"95% Cotton, 5% Spandex Imported Pull On closure Hand Wash 0.7"" high 14"" wide 95 percent cotton, 5 percent spandex",missing,Fruit of the Loom Women's Cotton Pullover Sport Bra(Pack of 3),missing,"Clothing, Shoes & Jewelry ", Women , Clothing , Lingerie , Bras ,Sports Bras
1775,B001420ITG, Sandals ,missing,"100% Leather Rubber sole Heel measures approximately 1.25"" Platform measures approximately 3/4"" Double padded memory foam midsole Flexible Diamon Pattern Sole Sueded sock insole",missing,Aerosoles Women's Soul Mate Dress Sandal,missing,"Clothing, Shoes & Jewelry ", Women , Shoes ,Flip-Flops,,
1779,B00147VH8C, Shirts ,missing,"90% Cotton, 10% Polyester Imported Pull On closure 100% ComfortSoft cotton double-needle stitching throughout coverseamed neck with lay flat collar tag-free neck label shoulder-to-shoulder tape",missing,Hanes Mens 6.1 oz. Tagless ComfortSoft Long-Sleeve T-Shirt (5586),missing,"Clothing, Shoes & Jewelry ", Men , Clothing ,T-Shirts,,
1783,B00149K7CM, Boots ,missing,"100% Suede Synthetic sole Shaft measures approximately 12"" from arch Shaft Height: 12"" (Size 7) Circumference: 14"" (Size 7) Made in: Australia Fit: True to Size Insole: Suede",missing,EMU Australia Women's Bronte Hi Boot,missing,"Clothing, Shoes & Jewelry ", Women , Shoes ,Mid-Calf,,
1785,B0014AVAG8,Fashion Sneakers,missing,"100% Leather Imported Rubber sole Heel measures approximately 1 1/2"" Platform measures approximately 3/4"" Leather sneaker with lace-up closure featuring side zip pocket and contrast stitching",missing,Skechers Women's Tredds Interactive Oxford Sneaker,missing,"Clothing, Shoes & Jewelry ", Women , Shoes ,,,
1786,B0014BMM82, Active ,missing,100% Polyester Imported Machine Wash Dri-power moisture-wicking technology helps keep you cool and dry Raglan sleeves allow for full range of motion,missing,Russell Athletic Men's Dri-Power Long Sleeve Raglan Tee,missing,"Clothing, Shoes & Jewelry ", Men , Clothing ,Active Shirts & Tees,,
1797,B0014DSS88,Packing Organizers,unavailable,Corded double zipper pulls make openingclosing simple and fast Interior seams fully finished for durability PVC-laminated mesh top keeps dirt debris contained Dual vented grommets for needed air-flow 210d nylon slip-sheet separates each shoe to prevent scratching fine leathers and delicate fabrics,missing,eBags Shoe Bag (Raspberry),missing,"Clothing, Shoes & Jewelry ", Luggage & Travel Gear , Travel Accessories ,,,
1801,B0014F6XY2,,missing,100% Nylon Hand Wash Make any outfit sexier with fishnets Comfortable and Durable One Size Fits Most,missing,Leg Avenue Women's Nylon Fishnet Thigh Highs,missing,"Clothing, Shoes & Jewelry ",Women,,,,
1815,B0014JYUIE, Pants ,missing,50% Polyester/38% Cotton/12% Rayon Imported Machine Wash Wide-leg casual pant featuring wide waistband with drawstring tie,missing,Alternative Women's Heather Long Pant,missing,"Clothing, Shoes & Jewelry ", Women , Clothing ,Casual,,
1827,B00150GQ8Y,Loafers & Slip-Ons,missing,100% Leather Rubber sole,missing,Rockport Men's Husled Venetian Moc-,missing,"Clothing, Shoes & Jewelry ", Men , Shoes ,,,
1829,B00154AIM0," Lingerie, Sleep & Lounge ",missing,"83% Nylon, 17% Spandex Imported Hook and Eye closure Hand Wash Gel Touch push up pad feels natural and soft against the skin Contour, underwire cups feature graduated padding to enhance cleavage Smooth under clothes",missing,Lily of France Women's Gel Touch Strapless Push Up Bra 2111121,missing,"Clothing, Shoes & Jewelry ", Women , Clothing , Lingerie , Bras ,Everyday Bras
1840,B0015DPVDC,Flats,missing,"100% Leather Imported Rubber sole Heel measures approximately 0.75"" The Referee from Naturalizer® takes the classic mary jane and adds a touch of sporty flair.",missing,Naturalizer Women's Referee Mary Jane Flat,missing,"Clothing, Shoes & Jewelry ", Women , Shoes ,,,
1841,B0015I0USS," Lingerie, Sleep & Lounge ",missing,"85% Nylon, 15% Spandex Imported Hook & Eye closure Hand Wash Please click on Leading Lady’s fit chart to ensure a perfect fit Full Figure full coverage T-shirt bra,Lightly padded cups for modesty New Improved Design for added support and comfort",missing,Leading Lady Women's Plus-Size Underwire Padded T-Shirt Bra,missing,"Clothing, Shoes & Jewelry ", Women , Clothing , Lingerie , Bras ,Everyday Bras
1843,B0015MN8KG, Necklaces ,missing,"Pendant necklace featuring a sparkling round cubic zirconia stone in a classic four-prong basket setting in sterling silver 18"" rope chain with 2"" extender and lobster claw closure Crafted in .925 sterling silver Imported",missing,"Amazon Essentials Plated Sterling Silver Cubic Zirconia Round Cut Solitaire Pendant Necklace, 18""",missing,"Clothing, Shoes & Jewelry ", Women , Jewelry ,Pendants,,
1846,B0015MN8QU, Earrings ,unavailable,"Leverback earrings featuring three graduated round sparkling Cubic Zirconia stones prong set in platinum plated sterling silver Cubic Zirconia (CZ) is an affordable, conflict-free alternative to diamond that reveals brilliant shine and a meticulous cut Perfect jewelry gift to expand a woman's fashion wardrobe with a classic, timeless style Secure leverback closure Hand-crafted in pure .925 Sterling Silver; Platinum plating added to enhance shine and durability Imported",missing,Platinum Plated Sterling Silver Cubic Zirconia Three Stone Leverback Earrings,missing,"Clothing, Shoes & Jewelry ", Women , Jewelry ,Drop & Dangle,,
1851,B0015MSDDS, Earrings ,missing,"Classic stud earrings featuring cushion cut 7mm Cubic Zirconia stones (3 cttw diamond equivalent) in four prong basket settings of platinum plated sterling silver Cubic Zirconia (CZ) is an affordable, conflict-free alternative to diamond that reveals brilliant shine and a meticulous cut Perfect jewelry gift to expand a woman's fashion wardrobe with a classic, timeless style Butterfly backing Hand-crafted in pure .925 Sterling Silver; Platinum plating added to enhance shine and durability Imported",missing,Platinum Plated Sterling Silver Cushion Cut Cubic Zirconia Stud Earrings,missing,"Clothing, Shoes & Jewelry ", Women , Jewelry ,Stud,,
